09gjM,8/8/1p2k3/pP3ppp/P2KP3/6PP/8/8 b - - 0 48,f5e4 d4e4 e6d6 e4f5,1033,75,96,2254,crushing endgame pawnEndgame short zugzwang,https://lichess.org/wA2zRLQ4/black#96,
09goD,8/6p1/3k1p2/2pb3P/2B2PP1/3K4/8/8 b - - 2 58,d5c4 d3c4 d6e6 c4c5,1455,75,84,312,crushing endgame short zugzwang,https://lichess.org/fyXIR1tR/black#116,
09oCO,8/8/7p/pp2k1p1/3p2P1/PP1K3P/2P5/8 w - - 0 32,a3a4 b5a4 b3a4 e5d5,2120,81,90,959,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/XiXtpCwS#63,
09pwU,8/2r5/2P5/8/4pp2/7k/2R4P/4K3 w - - 0 47,e1d1 f4f3 d1d2 f3f2 d2e2 e4e3,2416,82,81,109,advancedPawn crushing endgame long rookEndgame zugzwang,https://lichess.org/xYvhECf6#93,
0AF6I,8/5k2/6pp/4Kp2/7P/5PP1/8/8 b - - 1 42,f7e7 h4h5 e7f7 f3f4,2172,167,38,9,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/EUOVISbg/black#84,
0AG6o,8/8/p5p1/P6p/5PkP/4K1P1/8/8 w - - 2 53,e3d4 g4g3 d4e5 g3g4 e5e6 g4f4,2372,95,89,750,crushing endgame long pawnEndgame zugzwang,https://lichess.org/qRlPQAnP#105,
0AIwy,8/5k2/1p4pp/3Ppp2/P5PP/5K2/5P2/8 w - - 0 42,f3e3 f5g4 e3e4 f7f6 d5d6 f6e6,1841,142,83,15,crushing endgame long pawnEndgame zugzwang,https://lichess.org/yn9T0BvN#83,
0AQ4f,8/8/5kp1/5p1p/5K1P/5PP1/8/8 b - - 4 58,f6e6 f4g5 e6f7 g5h6,1704,75,83,73,crushing endgame pawnEndgame short zugzwang,https://lichess.org/8D51wFfU/black#116,
0ATb0,8/3k4/3P3P/8/3Kb1p1/6P1/5P2/8 b - - 2 68,e4h7 d4e5 h7b1 e5f6 d7d6 f6g7,2299,89,85,198,bishopEndgame crushing defensiveMove endgame long master zugzwang,https://lichess.org/UdwL19hK/black#136,
0ATnP,8/1pp5/5p1p/P2p1k2/P2P1p2/2P2K1P/5P2/8 b - - 1 35,h6h5 h3h4 c7c6 a5a6 b7a6 a4a5 c6c5 d4c5,1700,74,98,1409,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/nLIyah1M/black#70,
0AUTR,8/7p/3k2p1/pp1P3P/3K1P2/8/P7/8 b - - 0 35,a5a4 h5g6 h7g6 a2a3 b5b4 a3b4,2072,77,91,2539,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/Uk1PM0CP/black#70,
0AXgA,8/2p5/p5kp/1p1p2p1/1P1P2PP/P1P3K1/8/8 w - - 5 52,h4g5 g6g5 g3f3 g5h4 f3f4 c7c6 f4f3 h4h3,2586,109,90,1822,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/GxQ25QY9#103,
0AaTJ,8/p2r4/1pR1k2p/6p1/4K1P1/1P6/P7/8 b - - 2 47,d7d6 c6d6 e6d6 e4f5 d6d5 f5g6 d5e4 g6h6 e4f4 h6h5 a7a5 a2a4,1650,127,70,23,crushing defensiveMove endgame rookEndgame veryLong zugzwang,https://lichess.org/isDON3Xi/black#94,
0AfZp,8/8/4p3/1p1pP1p1/k2P1p2/PpK2PpP/1P4P1/8 w - - 3 44,c3d3 b5b4 a3b4 a4b4,859,75,100,521,crushing endgame pawnEndgame short zugzwang,https://lichess.org/gIKx6lD5#87,
0AwTd,8/1k4p1/1p2p1Pp/1K2P2P/1pP5/8/8/8 w - - 0 48,b5b4 b7c6 b4c3 c6c5 c3b3 b6b5 c4b5 c5b5,2171,85,87,528,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/tUBw81PZ#95,
0B1GK,8/8/8/4kp1p/7P/4K1P1/8/8 b - - 1 45,e5f6 e3f4 f6e6 f4g5 e6e5 g5h5 e5f6 h5h6 f5f4 g3f4,1694,75,93,2040,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/ougsMCi5/black#90,
0B4Va,8/p1p3p1/1p3k2/4pP1p/1PP1K2P/8/6P1/8 b - - 0 40,c7c6 b4b5 c6c5 g2g3,1963,76,91,777,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/64RAX41i/black#80,
0BAeh,8/8/5kp1/7p/5P1P/6K1/8/8 w - - 1 47,g3f3 f6f5 f3e3 f5g4 e3e4 g4h4 e4f3 h4h3,1643,75,94,2474,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/YeM0Bqrp#93,
0BI1Y,8/pp6/4k3/2p3p1/2P1K3/1P3P2/P7/8 w - - 0 29,a2a4 b7b6 f3f4 g5g4 f4f5 e6f6 e4f4 g4g3 f4g3 f6f5,2751,88,94,270,crushing defensiveMove deflection endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/JBqXa3Vv#57,
0BP5b,8/8/6pB/5kbp/8/5K1P/8/8 w - - 6 40,h6g5 f5g5 f3g3 g5f6 g3f2 g6g5 f2e2 f6e6,2769,94,97,107,crushing defensiveMove endgame quietMove veryLong zugzwang,https://lichess.org/OTb8kShP#79,
0Deg3,8/8/8/3k2p1/3P1p2/3K1P2/8/8 b - - 1 67,d5e6 d3e4 e6f6 d4d5 f6e7 e4f5 e7d6 f5g5,1797,75,97,1567,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/RdTSqRQp/black#134,
0Dl01,8/8/p1k1p2p/1p2P1p1/1P1K2P1/7P/P7/8 b - - 0 49,c6d7 d4c5 d7c7 a2a3 c7b7 c5d6,1294,76,93,3322,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/eBvPzMnT/black#98,
0E0Qe,3r4/3r4/3Pk1p1/3R1p1p/5P1P/4K3/3R2P1/8 b - - 9 41,d7d6 d5d6 d8d6 d2d6 e6d6 e3d4 d6e6 d4c5 e6d7 c5d5,1974,76,80,59,crushing defensiveMove endgame rookEndgame veryLong zugzwang,https://lichess.org/YtZbXmkJ/black#82,
0E2XV,8/8/1p4p1/p1p5/P4KPk/1P6/8/8 b - - 6 56,g6g5 f4f5 h4h3 f5g5 b6b5 a4b5 c5c4 b3c4,1575,85,91,83,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,https://lichess.org/2mMtI0jr/black#112,
0EAxs,8/8/p7/2K2p2/1P3P1p/k6P/8/8 b - - 1 37,a3a4 c5c4 a4a3 b4b5 a6b5 c4b5,1956,75,88,326,crushing endgame long pawnEndgame zugzwang,https://lichess.org/uzNYzOHN/black#74,
0EcYZ,8/p1p3p1/1p4p1/5kPp/5P1P/2P2K2/PP6/8 b - - 4 42,c7c5 c3c4 a7a6 a2a4 f5e6 f3e4,2097,74,92,3696,crushing defensiveMove endgame long pawnEndgame quietMove zugzwang,https://lichess.org/T4dlaNBc/black#84,
0Ecp7,8/8/5pk1/6p1/4RrP1/5PK1/8/8 b - - 26 64,f6f5 e4f4 g5f4 g3f4 f5g4 f4g4 g6f6 g4f4,2132,77,89,236,crushing defensiveMove endgame rookEndgame veryLong zugzwang,https://lichess.org/x6UESa3D/black#128,
0EgOS,8/2r5/2P5/p2k3p/P1R5/1K4P1/8/8 b - - 2 44,c7c6 c4c6 d5c6 b3c4 c6d6 c4b5,1082,78,90,888,crushing endgame long rookEndgame zugzwang,https://lichess.org/k4VX7bko/black#88,
0Em5r,8/5p2/8/p1pK1k1p/6pP/1P4P1/P7/8 b - - 0 39,f7f6 a2a3 f5g6 d5c5 f6f5 c5d4 f5f4 g3f4 g4g3 d4e3 g6f5 e3f3,2704,87,87,304,crushing endgame master pawnEndgame quietMove veryLong zugzwang,https://lichess.org/4vbPQQ24/black#78,
0En1o,8/8/8/p3p2p/Pp2P1k1/1P4P1/5K2/8 b - - 1 38,g4h3 f2f3 h3h2 g3g4 h5g4 f3g4,1388,134,70,22,crushing endgame long pawnEndgame zugzwang,https://lichess.org/n2AwCRk4/black#76,
